"CD_SETOR";"AREA_KM2";"POPULACAO";"POPULACAO_INFANTIL";"POPULACAO_IDOSA";"POPULACAO_ADULTA";"POPULACAO_EQUIVALENTE";"CNES";"NOME FANTASIA";"NIVEL_REFERENCIA";"PESO_COMPLEXIDADE";"CAPACIDADE/MES";"INDICE_SOBRECARGA";"CLASSIFICACAO"
"211130005001644";"0.0384051";"230";"8";"51.0";"171";"274.8";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001645";"0.0417633";"498";"24";"79.0";"395";"573.2";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001646";"0.0625024";"926";"47";"140.0";"739";"1061.5";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005001647";"0.0227389";"354";"21";"47.0";"286";"402.1";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005001648";"0.0710527";"680";"48";"86.0";"546";"772.8";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001649";"0.1831259";"493";"24";"79.0";"390";"568.2";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001650";"0.1177466";"534";"29";"81.0";"424";"613.3";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001651";"0.0587875";"509";"41";"95.0";"373";"605.5";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001652";"0.2192683";"169";"13";"28.0";"128";"197.9";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001653";"0.4758584";"609";"47";"72.0";"490";"690.1";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001654";"0.0582904";"675";"29";"109.0";"537";"776.7";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001655";"0.0738667";"418";"21";"55.0";"342";"472.5";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001656";"0.0775673";"559";"48";"88.0";"423";"653.4";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001658";"0.2904637";"560";"33";"64.0";"463";"627.7";"2698005";"CENTRO DE SAUDE DR JOSE RIBAMAR FRAZAO CORREA";"II";"1.0";"6000";"1.8922";"Sobrecarregado"
"211130005001659";"0.1669225";"776";"53";"70.0";"653";"858.5";"2458780";"CENTRO DE SAUDE DO TIBIRI";"II";"1.0";"6000";"1.2949";"Sobrecarregado"
"211130005001660";"0.2673594";"516";"36";"56.0";"424";"578.8";"2458780";"CENTRO DE SAUDE DO TIBIRI";"II";"1.0";"6000";"1.2949";"Sobrecarregado"
"211130005001661";"0.2834289";"1005";"89";"90.0";"826";"1121.5";"2458780";"CENTRO DE SAUDE DO TIBIRI";"II";"1.0";"6000";"1.2949";"Sobrecarregado"
"211130005001662";"1.0053689";"50";"8";"";"";"";"2458780";"CENTRO DE SAUDE DO TIBIRI";"II";"1.0";"6000";"1.2949";"Sobrecarregado"
"211130005001663";"0.0154561";"393";"22";"34.0";"337";"431.2";"3226387";"CENTRO DE SAUDE DA VILA LOBAO";"I";"0.8";"3000";"4.7487";"Sobrecarregado"
"211130005001666";"0.0498428";"484";"33";"72.0";"379";"558.1";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005001667";"0.0539046";"768";"48";"91.0";"629";"864.8";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005001668";"0.4005881";"X";"X";"";"";"";"2645866";"CENTRO DE SAUDE COQUEIRO";"I";"0.8";"3000";"2.2883";"Sobrecarregado"
"211130005001669";"0.3243721";"853";"80";"69.0";"704";"948.2";"2645866";"CENTRO DE SAUDE COQUEIRO";"I";"0.8";"3000";"2.2883";"Sobrecarregado"
"211130005001670";"0.1226456";"630";"36";"56.0";"538";"692.8";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005001671";"0.090257";"811";"63";"69.0";"679";"897.7";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005001672";"0.3297427";"812";"84";"40.0";"688";"886";"2645866";"CENTRO DE SAUDE COQUEIRO";"I";"0.8";"3000";"2.2883";"Sobrecarregado"
"211130005001673";"0.8626471";"138";"11";"";"";"";"2309270";"CENTRO DE SAUDE LAURA VASCONCELOS";"II";"1.0";"6000";"0.9241";"Em risco"
"211130005001674";"0.054181";"540";"41";"79.0";"420";"623.7";"6120520";"CENTRO DE SAUDE JANAINA";"II";"1.0";"6000";"2.9588";"Sobrecarregado"
"211130005001675";"0.0475087";"379";"21";"41.0";"317";"422.3";"6120520";"CENTRO DE SAUDE JANAINA";"II";"1.0";"6000";"2.9588";"Sobrecarregado"
"211130005001676";"0.0381698";"587";"30";"87.0";"470";"671.6";"2309297";"CENTRO DE SAUDE SAO RAIMUNDO";"I";"0.8";"3000";"12.0308";"Sobrecarregado"
"211130005001677";"0.0798917";"687";"50";"72.0";"565";"769.6";"2309297";"CENTRO DE SAUDE SAO RAIMUNDO";"I";"0.8";"3000";"12.0308";"Sobrecarregado"
"211130005001678";"0.0612786";"516";"40";"63.0";"413";"586.4";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001679";"0.0626969";"767";"56";"50.0";"661";"835";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001680";"0.5083035";"438";"23";"93.0";"322";"523.9";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001681";"0.1936938";"202";"5";"43.0";"154";"238.9";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001682";"0.0371065";"656";"34";"80.0";"542";"737";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005001683";"0.028535";"493";"26";"58.0";"409";"552.4";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005001684";"0.0238991";"53";"3";"12.0";"38";"64.1";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001685";"0.0309914";"594";"51";"49.0";"494";"658.7";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001687";"0.6859684";"524";"46";"27.0";"451";"568.6";"2309440";"CENTRO DE SAUDE ITAPERA";"II";"1.0";"6000";"1.0137";"Em risco"
"211130005001688";"0.5167877";"431";"25";"39.0";"367";"474.7";"2309440";"CENTRO DE SAUDE ITAPERA";"II";"1.0";"6000";"1.0137";"Em risco"
"211130005001690";"0.1007191";"336";"30";"27.0";"279";"372.6";"2308479";"CENTRO DE SAUDE THALLES RIBEIRO GONCALVES";"II";"1.0";"6000";"1.2086";"Sobrecarregado"
"211130005001692";"0.1330383";"486";"31";"49.0";"406";"540.7";"2309262";"CENTRO DE SAUDE DE PEDRINHAS I";"II";"1.0";"6000";"0.6638";"Adequado"
"211130005001693";"0.0322914";"748";"40";"161.0";"547";"896.8";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001694";"0.0380514";"239";"6";"48.0";"185";"280.4";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001695";"0.0293788";"276";"8";"71.0";"197";"336.8";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001697";"0.3942245";"412";"23";"35.0";"354";"451.5";"2309289";"CENTRO DE SAUDE COHAB ANIL";"II";"1.0";"6000";"2.2815";"Sobrecarregado"
"211130005001699";"0.0524062";"749";"46";"106.0";"597";"856.8";"3376265";"CENTRO DE SAUDE VILA EMBRATEL";"II";"1.0";"6000";"3.7942";"Sobrecarregado"
"211130005001700";"0.0237506";"435";"23";"73.0";"339";"504.9";"3376265";"CENTRO DE SAUDE VILA EMBRATEL";"II";"1.0";"6000";"3.7942";"Sobrecarregado"
"211130005001701";"0.0450239";"577";"36";"83.0";"458";"661.4";"2464624";"CLINICA DA FAMILIA DO ANJO DA GUARDA";"II";"1.0";"6000";"4.2240";"Sobrecarregado"
"211130005001702";"0.0500196";"656";"37";"92.0";"527";"748.1";"2464624";"CLINICA DA FAMILIA DO ANJO DA GUARDA";"II";"1.0";"6000";"4.2240";"Sobrecarregado"
"211130005001703";"1.6589986";"713";"57";"60.0";"596";"789.5";"7798342";"CENTRO DE SAUDE DR EXPEDITO ALVES DE MELO";"I";"0.8";"3000";"6.3368";"Sobrecarregado"
"211130005001704";"1.9983113";"673";"46";"69.0";"558";"751.2";"2702878";"CENTRO DE SAUDE SANTA BARBARA";"II";"1.0";"6000";"3.2707";"Sobrecarregado"
"211130005001705";"1.9712579";"449";"47";"53.0";"349";"514.9";"7261136";"CENTRO DE SAUDE COQUILHO";"I";"0.8";"3000";"1.8192";"Sobrecarregado"
"211130005001706";"0.0665464";"585";"57";"27.0";"501";"635.1";"7798342";"CENTRO DE SAUDE DR EXPEDITO ALVES DE MELO";"I";"0.8";"3000";"6.3368";"Sobrecarregado"
"211130005001707";"0.0284244";"467";"18";"77.0";"372";"537.6";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005001708";"0.0154607";"254";"10";"30.0";"214";"283";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005001709";"0.0562443";"1014";"68";"116.0";"830";"1140.8";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005001710";"0.1277152";"221";"11";"39.0";"171";"257.7";"2645815";"UNIDADE DE SAUDE DA FAMILIA PIRAPORA";"II";"1.0";"6000";"2.2066";"Sobrecarregado"
"211130005001712";"0.0191674";"467";"43";"17.0";"407";"502.1";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001713";"0.0579164";"682";"80";"16.0";"586";"734.8";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001714";"0.0398568";"575";"41";"40.0";"494";"627.5";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005001715";"0.0447684";"486";"30";"41.0";"415";"533.8";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005001716";"0.0645414";"407";"14";"62.0";"331";"463.6";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005001717";"0.0563533";"700";"45";"86.0";"569";"791.3";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005001718";"0.0890079";"731";"30";"125.0";"576";"846";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005001719";"0.0769956";"393";"14";"63.0";"316";"450.4";"2645890";"CENTRO DE SAUDE IPEM SAO CRISTOVAO";"II";"1.0";"6000";"6.9808";"Sobrecarregado"
"211130005001720";"0.4797883";"714";"27";"109.0";"578";"814.7";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001721";"0.3148077";"249";"9";"73.0";"167";"311.9";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001722";"0.086687";"630";"28";"75.0";"527";"704";"2310058";"CLINICA DA FAMILIA DO TURU";"II";"1.0";"6000";"4.7302";"Sobrecarregado"
"211130005001723";"0.1042612";"440";"12";"73.0";"355";"504.4";"2310058";"CLINICA DA FAMILIA DO TURU";"II";"1.0";"6000";"4.7302";"Sobrecarregado"
"211130005001724";"0.0514075";"549";"38";"79.0";"432";"631.2";"2455838";"CENTRO DE SAUDE DO JOAO PAULO";"I";"0.8";"3000";"13.5985";"Sobrecarregado"
"211130005001725";"0.0333122";"588";"35";"99.0";"454";"684.7";"2455838";"CENTRO DE SAUDE DO JOAO PAULO";"I";"0.8";"3000";"13.5985";"Sobrecarregado"
"211130005001726";"0.0671821";"787";"58";"61.0";"668";"864.8";"6120520";"CENTRO DE SAUDE JANAINA";"II";"1.0";"6000";"2.9588";"Sobrecarregado"
"211130005001727";"0.036124";"287";"14";"23.0";"250";"312.4";"2645785";"CENTRO DE SAUDE MARIA AYRECILA CIDADE OLIMPICA II";"II";"1.0";"6000";"2.2464";"Sobrecarregado"
"211130005001728";"0.0458219";"446";"25";"63.0";"358";"508.9";"2876175";"CENTRO DE SAUDE BAIRRO DE FATIMA";"I";"0.8";"3000";"6.6602";"Sobrecarregado"
"211130005001729";"0.0522556";"434";"25";"58.0";"351";"492.9";"2876175";"CENTRO DE SAUDE BAIRRO DE FATIMA";"I";"0.8";"3000";"6.6602";"Sobrecarregado"
"211130005001730";"0.6526525";"453";"40";"";"";"";"3827402";"CENTRO DE SAUDE GAPARA";"II";"1.0";"6000";"1.6667";"Sobrecarregado"
"211130005001731";"0.2113378";"408";"37";"17.0";"354";"440.1";"7071116";"CENTRO DE SAUDE DRA VALDECY ELEOTERIA MARTINS";"I";"0.8";"3000";"8.1458";"Sobrecarregado"
"211130005001733";"0.0842297";"760";"38";"80.0";"642";"843";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001734";"0.095602";"346";"13";"44.0";"289";"387.7";"2697971";"CENTRO DE SAUDE DJALMA MARQUES";"I";"0.8";"3000";"6.9379";"Sobrecarregado"
"211130005001735";"0.0213716";"392";"23";"32.0";"337";"429.1";"3226387";"CENTRO DE SAUDE DA VILA LOBAO";"I";"0.8";"3000";"4.7487";"Sobrecarregado"
"211130005001736";"0.0342784";"629";"50";"40.0";"539";"686";"3226387";"CENTRO DE SAUDE DA VILA LOBAO";"I";"0.8";"3000";"4.7487";"Sobrecarregado"
"211130005001737";"0.0329315";"606";"53";"22.0";"531";"650.1";"3226387";"CENTRO DE SAUDE DA VILA LOBAO";"I";"0.8";"3000";"4.7487";"Sobrecarregado"
"211130005001739";"0.0143581";"327";"27";"8.0";"292";"346.9";"3226387";"CENTRO DE SAUDE DA VILA LOBAO";"I";"0.8";"3000";"4.7487";"Sobrecarregado"
"211130005001740";"0.0311179";"516";"51";"52.0";"413";"583.1";"3226387";"CENTRO DE SAUDE DA VILA LOBAO";"I";"0.8";"3000";"4.7487";"Sobrecarregado"
"211130005001741";"0.101758";"687";"46";"75.0";"566";"770";"2309297";"CENTRO DE SAUDE SAO RAIMUNDO";"I";"0.8";"3000";"12.0308";"Sobrecarregado"
"211130005001742";"0.1510365";"624";"50";"44.0";"530";"684.2";"2456869";"CENTRO DE SAUDE VILA BACANGA EMBRIAO";"I";"0.8";"3000";"8.6153";"Sobrecarregado"
"211130005001743";"0.1618922";"511";"42";"38.0";"431";"562.4";"2645769";"UNIDADE DE SAUDE DA FAMILIA VILA SARNEY";"II";"1.0";"6000";"2.4627";"Sobrecarregado"
"211130005001744";"0.1003123";"604";"44";"57.0";"503";"671.6";"2645769";"UNIDADE DE SAUDE DA FAMILIA VILA SARNEY";"II";"1.0";"6000";"2.4627";"Sobrecarregado"
"211130005001745";"0.0372815";"397";"23";"61.0";"313";"457.3";"3376265";"CENTRO DE SAUDE VILA EMBRATEL";"II";"1.0";"6000";"3.7942";"Sobrecarregado"
"211130005001746";"0.0422634";"675";"34";"132.0";"509";"797.6";"2456869";"CENTRO DE SAUDE VILA BACANGA EMBRIAO";"I";"0.8";"3000";"8.6153";"Sobrecarregado"
"211130005001747";"6.9425217";"372";"46";"30.0";"296";"419";"2464624";"CLINICA DA FAMILIA DO ANJO DA GUARDA";"II";"1.0";"6000";"4.2240";"Sobrecarregado"
"211130005001748";"2.1326677";"490";"52";"64.0";"374";"567.2";"2456818";"CENTRO DE SAUDE YVES PARGA";"II";"1.0";"6000";"1.2619";"Sobrecarregado"
"211130005001749";"0.1587332";"369";"16";"34.0";"319";"404.2";"2310058";"CLINICA DA FAMILIA DO TURU";"II";"1.0";"6000";"4.7302";"Sobrecarregado"
"211130005001750";"0.1178558";"431";"26";"53.0";"352";"486.4";"2310058";"CLINICA DA FAMILIA DO TURU";"II";"1.0";"6000";"4.7302";"Sobrecarregado"
"211130005001751";"0.1553623";"528";"21";"88.0";"419";"608.9";"2310058";"CLINICA DA FAMILIA DO TURU";"II";"1.0";"6000";"4.7302";"Sobrecarregado"
"211130005001752";"0.1714487";"421";"19";"35.0";"367";"458.5";"2310058";"CLINICA DA FAMILIA DO TURU";"II";"1.0";"6000";"4.7302";"Sobrecarregado"
"211130005001753";"0.0398007";"308";"25";"30.0";"253";"344.5";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001754";"0.061868";"912";"72";"62.0";"778";"997.6";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001755";"0.0474435";"593";"33";"63.0";"497";"659.9";"2464624";"CLINICA DA FAMILIA DO ANJO DA GUARDA";"II";"1.0";"6000";"4.2240";"Sobrecarregado"
"211130005001756";"0.035349";"578";"41";"75.0";"462";"658.5";"2464624";"CLINICA DA FAMILIA DO ANJO DA GUARDA";"II";"1.0";"6000";"4.2240";"Sobrecarregado"
"211130005001757";"0.0865297";"572";"28";"102.0";"442";"667.6";"724203";"UBS VEREADOR BATISTA MATOS ALEMANHA";"I";"0.8";"3000";"5.7863";"Sobrecarregado"
"211130005001758";"0.0671921";"269";"11";"55.0";"203";"318.5";"724203";"UBS VEREADOR BATISTA MATOS ALEMANHA";"I";"0.8";"3000";"5.7863";"Sobrecarregado"
"211130005001759";"0.049618";"736";"61";"59.0";"616";"813.7";"3226387";"CENTRO DE SAUDE DA VILA LOBAO";"I";"0.8";"3000";"4.7487";"Sobrecarregado"
"211130005001760";"0.0334064";"552";"47";"74.0";"431";"634.7";"3226387";"CENTRO DE SAUDE DA VILA LOBAO";"I";"0.8";"3000";"4.7487";"Sobrecarregado"
"211130005001761";"0.0453439";"305";"21";"12.0";"272";"325.1";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001762";"0.0267984";"498";"38";"28.0";"432";"539.4";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001763";"0.0538479";"594";"32";"33.0";"529";"636.4";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001765";"0.3973259";"373";"36";"32.0";"305";"416.6";"2456818";"CENTRO DE SAUDE YVES PARGA";"II";"1.0";"6000";"1.2619";"Sobrecarregado"
"211130005001767";"0.0693278";"223";"26";"";"";"";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
"211130005001769";"0.0541803";"630";"35";"92.0";"503";"721.1";"3173852";"UNIDADE DE SAUDE DA FAMILIA DO SAO FRANCISCO";"II";"1.0";"6000";"1.7535";"Sobrecarregado"
"211130005001770";"0.5725696";"660";"41";"64.0";"555";"731.7";"2697971";"CENTRO DE SAUDE DJALMA MARQUES";"I";"0.8";"3000";"6.9379";"Sobrecarregado"
"211130005001771";"0.0214358";"357";"37";"13.0";"307";"385.9";"2697971";"CENTRO DE SAUDE DJALMA MARQUES";"I";"0.8";"3000";"6.9379";"Sobrecarregado"
"211130005001773";"0.7751834";"167";"10";"25.0";"132";"192";"3173828";"CENTRO DE SAUDE FABICIANA DE MORAES";"II";"1.0";"6000";"2.5042";"Sobrecarregado"
"211130005001774";"0.0125496";"464";"42";"11.0";"411";"493.8";"3173828";"CENTRO DE SAUDE FABICIANA DE MORAES";"II";"1.0";"6000";"2.5042";"Sobrecarregado"
"211130005001775";"0.0242169";"731";"73";"18.0";"640";"781.9";"3173828";"CENTRO DE SAUDE FABICIANA DE MORAES";"II";"1.0";"6000";"2.5042";"Sobrecarregado"
"211130005001776";"0.0210617";"291";"36";"";"";"";"2702878";"CENTRO DE SAUDE SANTA BARBARA";"II";"1.0";"6000";"3.2707";"Sobrecarregado"
"211130005001777";"0.3973525";"560";"22";"79.0";"459";"634.2";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001778";"0.0436012";"766";"61";"72.0";"633";"854.1";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001779";"0.0309986";"520";"33";"77.0";"410";"598.1";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005001780";"0.1851056";"142";"7";"20.0";"115";"161.5";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005001781";"0.0220178";"476";"26";"31.0";"419";"513.8";"2645815";"UNIDADE DE SAUDE DA FAMILIA PIRAPORA";"II";"1.0";"6000";"2.2066";"Sobrecarregado"
"211130005001782";"0.0343773";"134";"11";"20.0";"103";"155.5";"2645815";"UNIDADE DE SAUDE DA FAMILIA PIRAPORA";"II";"1.0";"6000";"2.2066";"Sobrecarregado"
"211130005001783";"0.0657759";"956";"70";"67.0";"819";"1044.6";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001784";"0.0250791";"288";"14";"40.0";"234";"327";"2455765";"CLINICA DA FAMILIA DO SACAVEM";"I";"0.8";"3000";"10.0696";"Sobrecarregado"
"211130005001786";"0.0569486";"946";"60";"39.0";"847";"1007.2";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001787";"0.0754442";"X";"X";"";"";"";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001788";"0.047226";"668";"30";"94.0";"544";"758.2";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005001790";"0.0826015";"478";"15";"109.0";"354";"572.7";"842761";"CENTRO DE SAUDE IPASE";"II";"1.0";"6000";"6.2819";"Sobrecarregado"
"211130005001791";"0.0923742";"657";"69";"22.0";"566";"709.1";"842761";"CENTRO DE SAUDE IPASE";"II";"1.0";"6000";"6.2819";"Sobrecarregado"
"211130005001793";"0.0401524";"253";"11";"36.0";"206";"287.3";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005001794";"0.057949";"690";"43";"114.0";"533";"802.7";"2455838";"CENTRO DE SAUDE DO JOAO PAULO";"I";"0.8";"3000";"13.5985";"Sobrecarregado"
"211130005001795";"0.0329655";"X";"X";"";"";"";"2455838";"CENTRO DE SAUDE DO JOAO PAULO";"I";"0.8";"3000";"13.5985";"Sobrecarregado"
"211130005001797";"0.5118148";"57";"8";"3.0";"46";"63.4";"2458780";"CENTRO DE SAUDE DO TIBIRI";"II";"1.0";"6000";"1.2949";"Sobrecarregado"
"211130005001798";"0.1837111";"274";"19";"";"";"";"2458780";"CENTRO DE SAUDE DO TIBIRI";"II";"1.0";"6000";"1.2949";"Sobrecarregado"
"211130005001799";"0.5266338";"84";"6";"6.0";"72";"91.8";"2698005";"CENTRO DE SAUDE DR JOSE RIBAMAR FRAZAO CORREA";"II";"1.0";"6000";"1.8922";"Sobrecarregado"
"211130005001800";"0.2176922";"849";"83";"46.0";"720";"927.3";"2698005";"CENTRO DE SAUDE DR JOSE RIBAMAR FRAZAO CORREA";"II";"1.0";"6000";"1.8922";"Sobrecarregado"
"211130005001801";"0.4755657";"139";"18";"15.0";"106";"160";"2698005";"CENTRO DE SAUDE DR JOSE RIBAMAR FRAZAO CORREA";"II";"1.0";"6000";"1.8922";"Sobrecarregado"
"211130005001802";"0.2518516";"979";"75";"52.0";"852";"1058.1";"2698005";"CENTRO DE SAUDE DR JOSE RIBAMAR FRAZAO CORREA";"II";"1.0";"6000";"1.8922";"Sobrecarregado"
"211130005001803";"0.4957635";"781";"54";"95.0";"632";"884";"2702878";"CENTRO DE SAUDE SANTA BARBARA";"II";"1.0";"6000";"3.2707";"Sobrecarregado"
"211130005001804";"0.133728";"717";"61";"36.0";"620";"776.3";"2702878";"CENTRO DE SAUDE SANTA BARBARA";"II";"1.0";"6000";"3.2707";"Sobrecarregado"
"211130005001805";"0.5080257";"604";"33";"53.0";"518";"662.9";"2702878";"CENTRO DE SAUDE SANTA BARBARA";"II";"1.0";"6000";"3.2707";"Sobrecarregado"
"211130005001806";"0.1637476";"406";"36";"23.0";"347";"442.4";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005001807";"0.2283231";"X";"X";"";"";"";"2308479";"CENTRO DE SAUDE THALLES RIBEIRO GONCALVES";"II";"1.0";"6000";"1.2086";"Sobrecarregado"
"211130005001809";"0.059257";"205";"13";"13.0";"179";"221.9";"2309440";"CENTRO DE SAUDE ITAPERA";"II";"1.0";"6000";"1.0137";"Em risco"
"211130005001810";"0.0415947";"224";"21";"";"";"";"2309440";"CENTRO DE SAUDE ITAPERA";"II";"1.0";"6000";"1.0137";"Em risco"
"211130005001811";"0.4738256";"203";"13";"25.0";"165";"229.5";"2309270";"CENTRO DE SAUDE LAURA VASCONCELOS";"II";"1.0";"6000";"0.9241";"Em risco"
"211130005001812";"0.1107697";"442";"34";"54.0";"354";"502.2";"2309270";"CENTRO DE SAUDE LAURA VASCONCELOS";"II";"1.0";"6000";"0.9241";"Em risco"
"211130005001813";"0.1004583";"961";"51";"126.0";"784";"1087.3";"2458179";"CENTRO DE SAUDE VILA ITAMAR";"II";"1.0";"6000";"1.3406";"Sobrecarregado"
"211130005001814";"0.0574714";"X";"X";"";"";"";"2458179";"CENTRO DE SAUDE VILA ITAMAR";"II";"1.0";"6000";"1.3406";"Sobrecarregado"
"211130005001816";"0.0320194";"503";"25";"88.0";"390";"585.9";"2309289";"CENTRO DE SAUDE COHAB ANIL";"II";"1.0";"6000";"2.2815";"Sobrecarregado"
