"CD_SETOR";"AREA_KM2";"POPULAÇÃO";"POPULAÇÃO INFANTIL";"POPULAÇÃO IDOSA";"DENSIDADE POPULACIONAL (hab/KM²)";"fid";"SITUACAO";"CD_SIT";"CD_TIPO";"UBS_AREA_KM2";"CD_REGIAO";"NM_REGIAO";"CD_UF";"NM_UF";"CD_MUN";"NM_MUN";"CD_DIST";"NM_DIST";"CD_SUBDIST";"NM_SUBDIST";"CD_BAIRRO";"NM_BAIRRO";"CD_NU";"NM_NU";"CD_FCU";"NM_FCU";"CD_AGLOM";"NM_AGLOM";"CD_RGINT";"NM_RGINT";"CD_RGI";"NM_RGI";"CD_CONCURB";"NM_CONCURB";"fid_2";"CNES";"NOME FANTASIA";"NÍVEL DE ATENÇÃO";"TURNO DE ATENDIMENTO";"latitude";"longitude";"capacidade/mes";"servicos_inferidos";"POPULAÇÃO ADULTA";"POPULAÇÃO EQUIVALENTE"
"211130005000012";"0.1482665";"795";"26";"183.0";"5361.96645904503";"11";"Urbana";"1";"0";"0.148266465711507";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"49";"7152744";"NUCLEO DE ASSISTENCIA DE SAUDE NAS";"AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"04 ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE";"-2.53";"-44.297";"6000";"especialidades ambulatoriais não identificadas";"586";"954.4"
"211130005000013";"0.1612185";"705";"23";"148.0";"4372.947273420855";"12";"Urbana";"1";"0";"0.161218546839732";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"23";"929417";"CLINICA DA FAMILIA DO CENTRO";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53066464097071";"-44.2953850236779";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"534";"834.9"
"211130005000014";"0.1439373";"565";"25";"108.0";"3925.320260974744";"13";"Urbana";"1";"1";"0.143937282012099";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000031";"Camboa";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"23";"929417";"CLINICA DA FAMILIA DO CENTRO";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53066464097071";"-44.2953850236779";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"432";"663.9"
"211130005000015";"0.0555114";"851";"38";"158.0";"15330.184430585428";"14";"Urbana";"1";"0";"0.055511445730948";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"23";"929417";"CLINICA DA FAMILIA DO CENTRO";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53066464097071";"-44.2953850236779";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"655";"996.4"
"211130005000016";"0.0854388";"416";"23";"62.0";"4868.982242259957";"15";"Urbana";"1";"0";"0.085438769613905";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"23";"929417";"CLINICA DA FAMILIA DO CENTRO";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53066464097071";"-44.2953850236779";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"331";"477.1"
"211130005000017";"0.1358113";"874";"34";"164.0";"6435.399705326435";"16";"Urbana";"1";"0";"0.13581127103187";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"35";"2876175";"CENTRO DE SAUDE BAIRRO DE FATIMA";"AMBULATORIAL - 01 ATENCAO BASICA";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53434";"-44.29292";"3000";"atenção básica; clínica geral; enfermagem";"676";"1022.2"
"211130005000018";"0.0605283";"809";"40";"145.0";"13365.648795687306";"17";"Urbana";"1";"0";"0.060528317115508";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"64";"948357";"CENTRO ATENDIMENTO A PESSOA COM HIPERTENSAO E DIABETES";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53200095826268";"-44.2843804260481";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"624";"945"
"211130005000019";"0.0569977";"545";"12";"155.0";"9561.789335359146";"18";"Urbana";"1";"0";"0.056997662604923";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"27";"5992982";"CLINICA DA FAMILIA VILA MARANHAO";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53599";"-44.2972982";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"378";"675"
"211130005000020";"0.038659";"557";"18";"135.0";"14408.029178199125";"19";"Urbana";"1";"0";"0.038658952448787";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"27";"5992982";"CLINICA DA FAMILIA VILA MARANHAO";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53599";"-44.2972982";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"404";"674"
"211130005000021";"0.0435795";"853";"50";"165.0";"19573.423283883476";"20";"Urbana";"1";"0";"0.043579509447772";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"27";"5992982";"CLINICA DA FAMILIA VILA MARANHAO";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53599";"-44.2972982";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"638";"1010"
"211130005000022";"0.1138939";"551";"21";"149.0";"4837.835915707514";"21";"Urbana";"1";"0";"0.113893942596325";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"27";"5992982";"CLINICA DA FAMILIA VILA MARANHAO";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53599";"-44.2972982";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"381";"680.7"
"211130005000023";"0.0570098";"826";"36";"197.0";"14488.737024160759";"22";"Urbana";"1";"0";"0.057009774321539";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"27";"5992982";"CLINICA DA FAMILIA VILA MARANHAO";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53599";"-44.2972982";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"593";"1001.6"
"211130005000024";"0.2681255";"727";"28";"171.0";"2711.4168551667035";"23";"Urbana";"1";"0";"0.268125454918774";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"27";"5992982";"CLINICA DA FAMILIA VILA MARANHAO";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53599";"-44.2972982";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"528";"877.8"
"211130005000025";"0.0496682";"787";"37";"128.0";"15845.148404814347";"24";"Urbana";"1";"0";"0.049668192800998";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"27";"5992982";"CLINICA DA FAMILIA VILA MARANHAO";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53599";"-44.2972982";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"622";"907.9"
"211130005000026";"0.0174402";"451";"21";"78.0";"25859.795185835024";"25";"Urbana";"1";"0";"0.017440220470967";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"27";"5992982";"CLINICA DA FAMILIA VILA MARANHAO";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53599";"-44.2972982";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"352";"523.9"
"211130005000027";"0.1014868";"1026";"48";"199.0";"10109.689141839135";"26";"Urbana";"1";"0";"0.101486837466405";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"27";"5992982";"CLINICA DA FAMILIA VILA MARANHAO";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53599";"-44.2972982";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"779";"1209.2"
"211130005000028";"0.0310249";"878";"40";"170.0";"28299.849475743675";"27";"Urbana";"1";"0";"0.031024877126091";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"35";"2876175";"CENTRO DE SAUDE BAIRRO DE FATIMA";"AMBULATORIAL - 01 ATENCAO BASICA";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53434";"-44.29292";"3000";"atenção básica; clínica geral; enfermagem";"668";"1034"
"211130005000029";"0.0352484";"772";"43";"161.0";"21901.70333972606";"28";"Urbana";"1";"0";"0.03524837184332";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"27";"5992982";"CLINICA DA FAMILIA VILA MARANHAO";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53599";"-44.2972982";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"568";"922.3"
"211130005000030";"0.0250014";"651";"39";"127.0";"26038.54184165687";"29";"Urbana";"1";"0";"0.02500144731373";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"35";"2876175";"CENTRO DE SAUDE BAIRRO DE FATIMA";"AMBULATORIAL - 01 ATENCAO BASICA";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53434";"-44.29292";"3000";"atenção básica; clínica geral; enfermagem";"485";"772.1"
"211130005000031";"0.0494443";"851";"49";"180.0";"17211.286235218216";"30";"Urbana";"1";"0";"0.049444258976299";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"27";"5992982";"CLINICA DA FAMILIA VILA MARANHAO";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53599";"-44.2972982";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"622";"1019.5"
"211130005000032";"0.0549222";"831";"43";"141.0";"15130.493680151196";"31";"Urbana";"1";"0";"0.054922153121822";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"35";"2876175";"CENTRO DE SAUDE BAIRRO DE FATIMA";"AMBULATORIAL - 01 ATENCAO BASICA";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53434";"-44.29292";"3000";"atenção básica; clínica geral; enfermagem";"647";"965.3"
"211130005000033";"0.0346154";"593";"29";"132.0";"17131.103497287335";"32";"Urbana";"1";"0";"0.034615418101753";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"35";"2876175";"CENTRO DE SAUDE BAIRRO DE FATIMA";"AMBULATORIAL - 01 ATENCAO BASICA";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53434";"-44.29292";"3000";"atenção básica; clínica geral; enfermagem";"432";"713.1"
"211130005000036";"0.0320527";"690";"32";"153.0";"21527.047643412254";"33";"Urbana";"1";"0";"0.032052676236481";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"35";"2876175";"CENTRO DE SAUDE BAIRRO DE FATIMA";"AMBULATORIAL - 01 ATENCAO BASICA";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53434";"-44.29292";"3000";"atenção básica; clínica geral; enfermagem";"505";"828.4"
"211130005000037";"0.0377285";"575";"19";"141.0";"15240.468081158806";"34";"Urbana";"1";"0";"0.037728540027528";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"35";"2876175";"CENTRO DE SAUDE BAIRRO DE FATIMA";"AMBULATORIAL - 01 ATENCAO BASICA";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53434";"-44.29292";"3000";"atenção básica; clínica geral; enfermagem";"415";"697.3"
"211130005000038";"0.094866";"794";"41";"165.0";"8369.700419539138";"35";"Urbana";"1";"0";"0.094865958182243";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"35";"2876175";"CENTRO DE SAUDE BAIRRO DE FATIMA";"AMBULATORIAL - 01 ATENCAO BASICA";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53434";"-44.29292";"3000";"atenção básica; clínica geral; enfermagem";"588";"946.5"
"211130005000039";"0.0880768";"496";"10";"116.0";"5631.448917308531";"36";"Urbana";"1";"0";"0.088076836957535";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"64";"948357";"CENTRO ATENDIMENTO A PESSOA COM HIPERTENSAO E DIABETES";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53200095826268";"-44.2843804260481";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"370";"593.8"
"211130005000040";"0.0688576";"727";"34";"169.0";"10558.021191560552";"37";"Urbana";"1";"0";"0.068857646956686";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"";"";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"64";"948357";"CENTRO ATENDIMENTO A PESSOA COM HIPERTENSAO E DIABETES";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53200095826268";"-44.2843804260481";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"524";"879.2"
"211130005000041";"0.0812494";"727";"29";"112.0";"8947.758383446524";"38";"Urbana";"1";"1";"0.081249361995727";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000031";"Camboa";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"23";"929417";"CLINICA DA FAMILIA DO CENTRO";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53066464097071";"-44.2953850236779";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"586";"831.1"
"211130005000042";"0.0445458";"1044";"64";"153.0";"23436.552941018006";"39";"Urbana";"1";"1";"0.044545814253141";"2";"Nordeste";"21";"Maranhão";"2111300";"São Luís";"211130005";"São Luís";"21113000500";"";"";"";"";"";"21113000031";"Camboa";"";"";"2101";"São Luís";"210001";"São Luís";"2111300";"São Luís/MA";"64";"948357";"CENTRO ATENDIMENTO A PESSOA COM HIPERTENSAO E DIABETES";"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE";"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE";"-2.53200095826268";"-44.2843804260481";"6000";"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas";"827";"1198.4"
