"CD_SETOR";"AREA_KM2";"POPULACAO";"POPULACAO_INFANTIL";"POPULACAO_IDOSA";"POPULACAO_ADULTA";"POPULACAO_EQUIVALENTE";"DENSIDADE_HAB_KM2";"RENDA_MEDIA";"SITUACAO_COBERTURA";"DISTANCIA_UBS_M";"CNES";"NOME FANTASIA";"NIVEL_REFERENCIA";"PESO_COMPLEXIDADE";"CAPACIDADE/MES";"INDICE_SOBRECARGA";"CLASSIFICACAO"
"211130005001526";"0.1926489";"993";"53";"138.0";"802";"1129.9";"5154.454554373267";"9218.87";"Coberto";"754.13";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001527";"0.0072841";"274";"26";"17.0";"231";"300.6";"37616.177702118315";"5656.97";"Coberto";"481.72";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001528";"0.0421004";"540";"40";"23.0";"477";"578.4";"12826.481458608469";"1409.29";"Coberto";"2608.95";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001529";"0.0367493";"565";"48";"27.0";"490";"610.6";"15374.442506387877";"1278.18";"Coberto";"2596.98";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001530";"0.0457549";"678";"58";"21.0";"599";"723.8";"14818.085057556676";"1347.87";"Coberto";"1405.26";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001531";"0.2404565";"499";"42";"34.0";"423";"547.2";"2075.2194263827346";"1348.87";"Coberto";"1657.03";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001532";"0.4498669";"965";"72";"89.0";"804";"1072.2";"2145.078911117933";"4258.65";"Coberto";"1498.13";"2310058";"CLINICA DA FAMILIA DO TURU";"II";"1.0";"6000";"4.7302";"Sobrecarregado"
"211130005001533";"0.0201532";"447";"31";"9.0";"407";"469.7";"22180.100430700833";"2828.55";"Coberto";"1576.38";"2310058";"CLINICA DA FAMILIA DO TURU";"II";"1.0";"6000";"4.7302";"Sobrecarregado"
"211130005001534";"0.0157353";"407";"34";"18.0";"355";"438.4";"25865.41089143518";"4131.21";"Coberto";"1680.15";"2310058";"CLINICA DA FAMILIA DO TURU";"II";"1.0";"6000";"4.7302";"Sobrecarregado"
"211130005001535";"5.5279046";"238";"20";"31.0";"187";"272.8";"43.05428859969834";"1372";"Coberto";"3925.06";"2456818";"CENTRO DE SAUDE YVES PARGA";"II";"1.0";"6000";"1.2619";"Sobrecarregado"
"211130005001536";"0.2046736";"754";"51";"38.0";"665";"809.9";"3683.9142908513845";"2890.86";"Coberto";"2368.79";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001537";"0.0136077";"330";"25";"";"";"";"24250.975550607374";"5833.47";"Coberto";"2443.3";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001538";"0.0322699";"660";"41";"39.0";"580";"711.7";"20452.495979225223";"6256.95";"Coberto";"2207.34";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001539";"4.1038299";"348";"23";"61.0";"264";"408.3";"84.79883632603779";"1388.07";"Coberto";"3873.15";"2456818";"CENTRO DE SAUDE YVES PARGA";"II";"1.0";"6000";"1.2619";"Sobrecarregado"
"211130005001541";"0.107531";"607";"42";"82.0";"483";"693.6";"5644.883800950423";"8894.67";"Coberto";"2073.53";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001542";"0.2697534";"1135";"74";"142.0";"919";"1285.6";"4207.546596261623";"8014.36";"Coberto";"1616.73";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001543";"0.0190221";"516";"39";"9.0";"468";"542.7";"27126.34251738767";"4452.46";"Coberto";"1764.85";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001544";"0.0084317";"210";"5";"14.0";"191";"223.7";"24906.009464283594";"3345.81";"Coberto";"1713.8";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001545";"0.090457";"456";"16";"97.0";"343";"541.6";"5041.069237317179";"2605.92";"Coberto";"1823.35";"842761";"CENTRO DE SAUDE IPASE";"II";"1.0";"6000";"6.2819";"Sobrecarregado"
"211130005001546";"0.1263377";"390";"18";"24.0";"348";"418.2";"3086.9645402757847";"4020.3";"Coberto";"1797.89";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005001547";"0.1017438";"502";"38";"47.0";"417";"558.6";"4933.961578002788";"1262.7";"Coberto";"1133.03";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005001548";"0.0195654";"252";"13";"17.0";"222";"272.1";"12879.879787788646";"1830.88";"Coberto";"624.56";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005001549";"0.2321931";"496";"32";"38.0";"426";"542.4";"2136.153055366417";"1123.88";"Coberto";"706.7";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005001550";"0.136537";"322";"35";"23.0";"264";"357.9";"2358.3351033053314";"1135.96";"Coberto";"1121.04";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005001551";"0.1874091";"178";"9";"19.0";"150";"197.7";"949.7937933643564";"1334.13";"Coberto";"1223.45";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005001552";"0.1010266";"601";"33";"62.0";"506";"667.1";"5948.928302051143";"2714.86";"Coberto";"770.82";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001553";"0.125357";"250";"12";"27.0";"211";"277.6";"1994.3042670134098";"5910.9";"Coberto";"732.44";"2310058";"CLINICA DA FAMILIA DO TURU";"II";"1.0";"6000";"4.7302";"Sobrecarregado"
"211130005001554";"0.2598852";"684";"58";"48.0";"578";"751.4";"2631.9313296794126";"1107.45";"Coberto";"1249.69";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005001555";"0.1082133";"238";"25";"13.0";"200";"260.9";"2199.3599677673633";"1233";"Coberto";"1207.21";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005001556";"0.0629463";"370";"17";"31.0";"322";"403.3";"5878.026190578319";"1318";"Coberto";"781.54";"2530562";"CENTRO DE SAUDE NAZARE NEIVA";"II";"1.0";"6000";"3.8371";"Sobrecarregado"
"211130005001557";"0.8443852";"33";"X";"";"";"";"39.081689257462116";"1322.17";"Coberto";"1999.66";"2458780";"CENTRO DE SAUDE DO TIBIRI";"II";"1.0";"6000";"1.2949";"Sobrecarregado"
"211130005001558";"0.314546";"578";"57";"32.0";"489";"632.1";"1837.5690677993045";"1088.96";"Coberto";"1438.41";"2458780";"CENTRO DE SAUDE DO TIBIRI";"II";"1.0";"6000";"1.2949";"Sobrecarregado"
"211130005001559";"0.0985784";"221";"10";"23.0";"188";"244.4";"2241.8704300333543";"1130.84";"Coberto";"1253.54";"2458780";"CENTRO DE SAUDE DO TIBIRI";"II";"1.0";"6000";"1.2949";"Sobrecarregado"
"211130005001560";"0.6022234";"170";"8";"27.0";"135";"195.6";"282.28727080349256";"1144";"Coberto";"1347.08";"2458780";"CENTRO DE SAUDE DO TIBIRI";"II";"1.0";"6000";"1.2949";"Sobrecarregado"
"211130005001561";"0.0621632";"712";"52";"46.0";"614";"774.8";"11453.721816122721";"1669.78";"Coberto";"391.65";"7071116";"CENTRO DE SAUDE DRA VALDECY ELEOTERIA MARTINS";"I";"0.8";"3000";"8.1458";"Sobrecarregado"
"211130005001562";"0.1410324";"711";"63";"43.0";"605";"776.9";"5041.394743335574";"1222.84";"Coberto";"148.28";"7071116";"CENTRO DE SAUDE DRA VALDECY ELEOTERIA MARTINS";"I";"0.8";"3000";"8.1458";"Sobrecarregado"
"211130005001563";"0.1086292";"552";"43";"24.0";"485";"592.7";"5081.506629893252";"1294.2";"Coberto";"477.43";"7071116";"CENTRO DE SAUDE DRA VALDECY ELEOTERIA MARTINS";"I";"0.8";"3000";"8.1458";"Sobrecarregado"
"211130005001564";"0.3126553";"406";"13";"73.0";"320";"470.9";"1298.554670271062";"15060.93";"Coberto";"2358.08";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001565";"0.012449";"284";"10";"38.0";"236";"319.4";"22813.07735561089";"14477.02";"Coberto";"2233.22";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001566";"0.0295984";"474";"21";"72.0";"381";"542.1";"16014.379155630033";"14453.52";"Coberto";"2202.37";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001567";"0.2614553";"404";"15";"80.0";"309";"475.5";"1545.1972096186232";"14078.91";"Coberto";"2133.08";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001568";"0.0282959";"686";"41";"101.0";"544";"787.3";"24243.79503744359";"19685.66";"Coberto";"2222.51";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001569";"0.0313823";"732";"45";"64.0";"623";"805.7";"23325.25022066579";"1498.25";"Coberto";"555.81";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001570";"0.0144211";"469";"23";"68.0";"378";"534.9";"32521.790986817927";"1326.91";"Coberto";"261.81";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001571";"0.0601557";"97";"11";"";"";"";"1612.4822751626198";"1308.19";"Coberto";"557.62";"2458780";"CENTRO DE SAUDE DO TIBIRI";"II";"1.0";"6000";"1.2949";"Sobrecarregado"
"211130005001572";"0.119854";"148";"9";"24.0";"115";"171.7";"1234.8357167887596";"1395.45";"Coberto";"739.51";"2458780";"CENTRO DE SAUDE DO TIBIRI";"II";"1.0";"6000";"1.2949";"Sobrecarregado"
"211130005001573";"0.1984469";"430";"36";"34.0";"360";"475.2";"2166.826491116767";"1561.55";"Coberto";"1144.66";"2458780";"CENTRO DE SAUDE DO TIBIRI";"II";"1.0";"6000";"1.2949";"Sobrecarregado"
"211130005001574";"0.0410813";"587";"32";"51.0";"504";"643.8";"14288.739645532152";"1395.69";"Coberto";"409.71";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001575";"0.0312449";"505";"47";"42.0";"416";"562.1";"16162.637742479574";"1408.63";"Coberto";"546.84";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001576";"0.1603886";"273";"18";"35.0";"220";"310";"1702.1159857994896";"2582.71";"Coberto";"897.01";"6929370";"UNIDADE PRISIONAL DE RESSOCIALIZACAO FEMININA";"II";"1.0";"6000";"0.4644";"Adequado"
"211130005001577";"0.2112404";"445";"18";"113.0";"314";"544.4";"2106.604607830699";"3469.98";"Coberto";"874.57";"7152744";"NUCLEO DE ASSISTENCIA DE SAUDE NAS";"II";"1.0";"6000";"0.3563";"Adequado"
"211130005001578";"0.0583849";"662";"60";"60.0";"542";"740";"11338.548152005056";"1577";"Coberto";"717.28";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001579";"0.036128";"403";"12";"55.0";"336";"453";"11154.782993799823";"1741.21";"Coberto";"901.73";"2310058";"CLINICA DA FAMILIA DO TURU";"II";"1.0";"6000";"4.7302";"Sobrecarregado"
"211130005001580";"0.0587174";"267";"4";"84.0";"179";"336.2";"4547.204065575111";"2600";"Coberto";"554.22";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005001581";"0.0523648";"220";"10";"51.0";"159";"265.8";"4201.295526766072";"2582.63";"Coberto";"350";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005001582";"0.0379876";"615";"38";"45.0";"532";"670";"16189.493413640239";"1645.29";"Coberto";"675.35";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001583";"0.0356089";"404";"29";"45.0";"330";"454.5";"11345.478237182278";"1525.88";"Coberto";"773.25";"2310058";"CLINICA DA FAMILIA DO TURU";"II";"1.0";"6000";"4.7302";"Sobrecarregado"
"211130005001584";"0.028006";"431";"25";"34.0";"372";"470.7";"15389.559380132829";"1404.13";"Coberto";"658.2";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001585";"0.0342564";"554";"41";"42.0";"471";"608.1";"16172.160530586985";"1480.17";"Coberto";"584.9";"978841";"CENTRO DE SAUDE DIVINEIA";"I";"0.8";"3000";"18.0633";"Sobrecarregado"
"211130005001586";"0.0396206";"773";"43";"97.0";"633";"872.1";"19510.052851294527";"7973.77";"Coberto";"1006.48";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001587";"0.1439686";"835";"29";"98.0";"708";"927.9";"5799.8758062521965";"8471.78";"Coberto";"1041.17";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001588";"0.1085917";"275";"15";"38.0";"222";"312.9";"2532.421907014993";"8278.1";"Coberto";"972.63";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001589";"0.0832461";"669";"26";"90.0";"553";"754";"8036.4125166224";"1782.79";"Coberto";"800.43";"2310007";"CENTRO DE SAUDE SAO CRISTOVAO";"II";"1.0";"6000";"1.3360";"Sobrecarregado"
"211130005001590";"0.0873877";"322";"11";"63.0";"248";"377.9";"3684.7290865877007";"2183.59";"Coberto";"935.21";"2310007";"CENTRO DE SAUDE SAO CRISTOVAO";"II";"1.0";"6000";"1.3360";"Sobrecarregado"
"211130005001591";"0.0666666";"430";"32";"33.0";"365";"472.4";"6450.006450006449";"1176.36";"Coberto";"698.85";"2702878";"CENTRO DE SAUDE SANTA BARBARA";"II";"1.0";"6000";"3.2707";"Sobrecarregado"
"211130005001592";"0.0995018";"586";"49";"44.0";"493";"645.7";"5889.3406953442045";"1442.48";"Coberto";"887.23";"2702878";"CENTRO DE SAUDE SANTA BARBARA";"II";"1.0";"6000";"3.2707";"Sobrecarregado"
"211130005001593";"0.0321565";"251";"9";"61.0";"181";"304.3";"7805.575855581298";"4386.7";"Coberto";"324.03";"948357";"CENTRO ATENDIMENTO A PESSOA COM HIPERTENSAO E DIABETES";"II";"1.0";"6000";"2.9033";"Sobrecarregado"
"211130005001594";"0.0579442";"897";"48";"133.0";"716";"1027.4";"15480.410463860058";"2029.4";"Coberto";"645.25";"2697963";"CENTRO DE SAUDE DA LIBERDADE";"II";"1.0";"6000";"3.6108";"Sobrecarregado"
"211130005001595";"0.1553358";"203";"4";"50.0";"149";"245";"1306.8462002963902";"10065.86";"Coberto";"2484.23";"842761";"CENTRO DE SAUDE IPASE";"II";"1.0";"6000";"6.2819";"Sobrecarregado"
"211130005001596";"0.0569779";"213";"12";"45.0";"156";"255";"3738.291513025226";"11363.23";"Coberto";"2582.84";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001597";"0.0723913";"301";"13";"52.0";"236";"349.1";"4157.9582076851775";"7116.6";"Coberto";"2305.07";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001598";"0.0295379";"176";"5";"27.0";"144";"200.1";"5958.446605885997";"9816.47";"Coberto";"1855.7";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001599";"0.028562";"235";"14";"47.0";"174";"279.6";"8227.71514599818";"7981.69";"Coberto";"1617.12";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001600";"0.2538183";"371";"10";"99.0";"262";"455.2";"1461.675537185459";"10036.81";"Coberto";"1876.56";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001601";"0.1510777";"0";"0";"0";"0";"0";"0.0";"";"Coberto";"2608.01";"9784950";"PROCURADORIA GERAL DA JUSTICA UNIDADE CONSULTORIO MEDICO";"II";"1.0";"6000";"6.1492";"Sobrecarregado"
"211130005001602";"0.1127993";"42";"X";"6.0";"";"";"372.342736169462";"5012.5";"Coberto";"2884.09";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001603";"0.2997178";"684";"51";"67.0";"566";"763.1";"2282.1467393661637";"1980.64";"Coberto";"540.56";"3173828";"CENTRO DE SAUDE FABICIANA DE MORAES";"II";"1.0";"6000";"2.5042";"Sobrecarregado"
"211130005001604";"0.1910316";"893";"86";"39.0";"768";"967.2";"4674.619277648306";"1721.46";"Coberto";"815.36";"2645777";"UNIDADE DE SAUDE DA FAMILIA SANTA CLARA";"II";"1.0";"6000";"2.0846";"Sobrecarregado"
"211130005001605";"0.1860186";"683";"42";"58.0";"583";"750.4";"3671.675843168371";"1828.32";"Coberto";"307.78";"3173828";"CENTRO DE SAUDE FABICIANA DE MORAES";"II";"1.0";"6000";"2.5042";"Sobrecarregado"
"211130005001606";"0.286882";"437";"34";"56.0";"347";"498.8";"1523.2743776186724";"1916.91";"Coberto";"625.75";"3173828";"CENTRO DE SAUDE FABICIANA DE MORAES";"II";"1.0";"6000";"2.5042";"Sobrecarregado"
"211130005001607";"0.229259";"116";"12";"15.0";"89";"134";"505.97795506392333";"2654.63";"Coberto";"476.63";"2645777";"UNIDADE DE SAUDE DA FAMILIA SANTA CLARA";"II";"1.0";"6000";"2.0846";"Sobrecarregado"
"211130005001608";"0.1107181";"875";"60";"93.0";"722";"979.4";"7902.953536955565";"1472.34";"Coberto";"392.35";"2645777";"UNIDADE DE SAUDE DA FAMILIA SANTA CLARA";"II";"1.0";"6000";"2.0846";"Sobrecarregado"
"211130005001609";"0.3819697";"336";"25";"30.0";"281";"372.5";"879.6509251911866";"12055.29";"Coberto";"2168.27";"2645750";"CENTRO DE SAUDE JAILSON ALVES VIANA OLIMPICA III";"II";"1.0";"6000";"1.3243";"Sobrecarregado"
"211130005001610";"2.3362737";"336";"29";"49.0";"258";"389.7";"143.81876575505686";"1225.27";"Coberto";"2925.09";"7798342";"CENTRO DE SAUDE DR EXPEDITO ALVES DE MELO";"I";"0.8";"3000";"6.3368";"Sobrecarregado"
"211130005001611";"0.2036246";"413";"61";"28.0";"324";"465.9";"2028.2421672037663";"915.98";"Coberto";"3218.22";"7261136";"CENTRO DE SAUDE COQUILHO";"I";"0.8";"3000";"1.8192";"Sobrecarregado"
"211130005001613";"0.1699087";"453";"31";"36.0";"386";"497.3";"2666.1377551590945";"1337.77";"Coberto";"295.04";"2458780";"CENTRO DE SAUDE DO TIBIRI";"II";"1.0";"6000";"1.2949";"Sobrecarregado"
"211130005001614";"0.1814696";"586";"35";"79.0";"472";"666.7";"3229.191004994776";"1353.61";"Coberto";"261.41";"2458780";"CENTRO DE SAUDE DO TIBIRI";"II";"1.0";"6000";"1.2949";"Sobrecarregado"
"211130005001615";"0.0598229";"643";"38";"88.0";"517";"732.4";"10748.392338051148";"1291.65";"Coberto";"261.89";"2458179";"CENTRO DE SAUDE VILA ITAMAR";"II";"1.0";"6000";"1.3406";"Sobrecarregado"
"211130005001616";"0.0903992";"613";"44";"87.0";"482";"704.6";"6781.0334604731015";"1599.66";"Coberto";"501.51";"2458179";"CENTRO DE SAUDE VILA ITAMAR";"II";"1.0";"6000";"1.3406";"Sobrecarregado"
"211130005001618";"0.7904889";"452";"34";"43.0";"375";"503.4";"571.7980353677325";"1694.4";"Coberto";"567.91";"2308479";"CENTRO DE SAUDE THALLES RIBEIRO GONCALVES";"II";"1.0";"6000";"1.2086";"Sobrecarregado"
"211130005001619";"0.5013733";"692";"71";"36.0";"585";"756.3";"1380.2091176374968";"1428.3";"Coberto";"994.05";"2308479";"CENTRO DE SAUDE THALLES RIBEIRO GONCALVES";"II";"1.0";"6000";"1.2086";"Sobrecarregado"
"211130005001620";"0.0297134";"384";"24";"41.0";"319";"428.8";"12923.462141659991";"1618.49";"Coberto";"283.24";"2455765";"CLINICA DA FAMILIA DO SACAVEM";"I";"0.8";"3000";"10.0696";"Sobrecarregado"
"211130005001621";"0.0541443";"734";"48";"86.0";"600";"826.8";"13556.366967529362";"1601.26";"Coberto";"108.28";"2455765";"CLINICA DA FAMILIA DO SACAVEM";"I";"0.8";"3000";"10.0696";"Sobrecarregado"
"211130005001622";"0.0569473";"619";"45";"65.0";"509";"693.5";"10869.69882681005";"1111";"Coberto";"263.88";"2455765";"CLINICA DA FAMILIA DO SACAVEM";"I";"0.8";"3000";"10.0696";"Sobrecarregado"
"211130005001623";"0.0704196";"753";"58";"68.0";"627";"836.4";"10693.045686144198";"1569.76";"Coberto";"440.16";"2455765";"CLINICA DA FAMILIA DO SACAVEM";"I";"0.8";"3000";"10.0696";"Sobrecarregado"
"211130005001624";"0.0413262";"394";"25";"70.0";"299";"462.5";"9533.90343172128";"1761.02";"Coberto";"264.69";"2455765";"CLINICA DA FAMILIA DO SACAVEM";"I";"0.8";"3000";"10.0696";"Sobrecarregado"
"211130005001625";"0.0849277";"654";"47";"89.0";"518";"748.7";"7700.667744446158";"2407.18";"Coberto";"285.61";"2455765";"CLINICA DA FAMILIA DO SACAVEM";"I";"0.8";"3000";"10.0696";"Sobrecarregado"
"211130005001626";"0.0756382";"674";"44";"85.0";"545";"764";"8910.841347361518";"1524.42";"Coberto";"890.57";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005001627";"0.015606";"425";"24";"14.0";"387";"448.2";"27233.115468409585";"2655.56";"Coberto";"766.87";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005001628";"0.2447622";"478";"28";"88.0";"362";"562.4";"1952.9159322803928";"2343.55";"Coberto";"653.47";"2308797";"CENTRO DE SAUDE DO RADIONAL";"I";"0.8";"3000";"9.0882";"Sobrecarregado"
"211130005001629";"0.0756614";"435";"15";"64.0";"356";"493.7";"5749.298849875894";"3567.42";"Coberto";"745.66";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005001630";"0.1184164";"286";"13";"61.0";"212";"341.3";"2415.2060018713623";"2691.61";"Coberto";"828.76";"9904638";"UNIDADE BASICA DE SAUDE CINTRA";"II";"1.0";"6000";"6.3219";"Sobrecarregado"
"211130005001631";"0.0767887";"535";"24";"82.0";"429";"612.6";"6967.170950934187";"2874.08";"Coberto";"908.24";"2645815";"UNIDADE DE SAUDE DA FAMILIA PIRAPORA";"II";"1.0";"6000";"2.2066";"Sobrecarregado"
"211130005001632";"0.0194124";"415";"21";"82.0";"312";"491.1";"21378.088232263915";"1053.82";"Coberto";"547.55";"2308797";"CENTRO DE SAUDE DO RADIONAL";"I";"0.8";"3000";"9.0882";"Sobrecarregado"
"211130005001633";"0.0235656";"650";"30";"117.0";"503";"758.6";"27582.577995043623";"1572.2";"Coberto";"474.08";"2308797";"CENTRO DE SAUDE DO RADIONAL";"I";"0.8";"3000";"9.0882";"Sobrecarregado"
"211130005001634";"0.0445888";"210";"12";"24.0";"174";"235.2";"4709.702885029425";"1220.06";"Coberto";"807.31";"2456923";"CENTRO DE SAUDE DE PEDRINHAS II";"II";"1.0";"6000";"1.0470";"Em risco"
"211130005001635";"0.3803164";"647";"30";"58.0";"559";"708.4";"1701.2150935379068";"1426.18";"Coberto";"372.49";"2456923";"CENTRO DE SAUDE DE PEDRINHAS II";"II";"1.0";"6000";"1.0470";"Em risco"
"211130005001636";"0.030322";"440";"26";"34.0";"380";"480.2";"14510.916166479783";"1344.09";"Coberto";"400.15";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001637";"0.0122261";"404";"11";"17.0";"376";"423.1";"33044.0614750411";"3491.64";"Coberto";"419.23";"2308444";"CENTRO DE SAUDE AMAR";"II";"1.0";"6000";"14.7304";"Sobrecarregado"
"211130005001638";"0.095354";"707";"21";"120.0";"566";"813.5";"7414.4765819997065";"4669.95";"Coberto";"1078.81";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005001639";"0.0598274";"518";"26";"81.0";"411";"595.8";"8658.240204321097";"1964.73";"Coberto";"1202.15";"2698013";"CENTRO DE SAUDE GENESIO RAMOS FILHO";"II";"1.0";"6000";"5.3626";"Sobrecarregado"
"211130005001640";"0.0768821";"896";"44";"183.0";"669";"1064.4";"11654.208196706386";"3051.73";"Coberto";"1006.74";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005001641";"0.1021546";"127";"6";"19.0";"102";"145.2";"1243.213717248171";"3296.48";"Coberto";"853.46";"2645807";"CENTRO DE SAUDE SANTA EFIGENIA";"II";"1.0";"6000";"8.1753";"Sobrecarregado"
"211130005001642";"0.096894";"495";"29";"64.0";"402";"560.7";"5108.675459780791";"1566.47";"Coberto";"734.26";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005001643";"0.0373699";"585";"33";"52.0";"500";"643.1";"15654.310019561199";"3332.54";"Coberto";"1003.07";"2455803";"CENTRO DE SAUDE JOAO DE DEUS";"II";"1.0";"6000";"4.0725";"Sobrecarregado"
"211130005001644";"0.0384051";"230";"8";"51.0";"171";"274.8";"5988.787947434065";"3850.45";"Coberto";"238.09";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001645";"0.0417633";"498";"24";"79.0";"395";"573.2";"11924.345058939307";"2157.09";"Coberto";"242.17";"2309998";"CENTRO DE SAUDE BEZERRA DE MENESES";"II";"1.0";"6000";"5.3875";"Sobrecarregado"
"211130005001646";"0.0625024";"926";"47";"140.0";"739";"1061.5";"14815.431087446243";"1383.93";"Coberto";"290.01";"3365816";"CENTRO DE SAUDE DR ANTONIO GUANARE";"II";"1.0";"6000";"8.1945";"Sobrecarregado"
