CD_SETOR;AREA_KM2;POPULAÇÃO;POPULAÇÃO INFANTIL;POPULAÇÃO IDOSA;DENSIDADE POPULACIONAL (hab/KM²)
211130005001777;0.3973525;560;22;79.0;1409.3279896313727
211130005001778;0.0436012;766;61;72.0;17568.323807601624
211130005001779;0.0309986;520;33;77.0;16774.951126825083
211130005001780;0.1851056;142;7;20.0;767.1296816519867
211130005001781;0.0220178;476;26;31.0;21618.872003560755
211130005001782;0.0343773;134;11;20.0;3897.9210118304813
211130005001783;0.0657759;956;70;67.0;14534.198695874933
211130005001784;0.0250791;288;14;40.0;11483.665681782839
211130005001786;0.0569486;946;60;39.0;16611.470694626383
211130005001787;0.0754442;X;X;;
211130005001788;0.047226;668;30;94.0;14144.750772879346
211130005001790;0.0826015;478;15;109.0;5786.819851939736
211130005001791;0.0923742;657;69;22.0;7112.375533428165
211130005001793;0.0401524;253;11;36.0;6300.993215847621
211130005001794;0.057949;690;43;114.0;11907.021691487342
211130005001795;0.0329655;X;X;;
211130005001797;0.5118148;57;8;3.0;111.36840904170805
211130005001798;0.1837111;274;19;;1491.472208266131
211130005001799;0.5266338;84;6;6.0;159.50362471987174
211130005001800;0.2176922;849;83;46.0;3900.0019293295763
211130005001801;0.4755657;139;18;15.0;292.28348470043153
211130005001802;0.2518516;979;75;52.0;3887.209769562711
211130005001803;0.4957635;781;54;95.0;1575.3479229511652
211130005001804;0.133728;717;61;36.0;5361.629576453696
211130005001805;0.5080257;604;33;53.0;1188.9162300253706
211130005001806;0.1637476;406;36;23.0;2479.425652650787
211130005001807;0.2283231;X;X;;
211130005001809;0.059257;205;13;13.0;3459.5068937003225
211130005001810;0.0415947;224;21;;5385.301492738257
211130005001811;0.4738256;203;13;25.0;428.42767465497855
211130005001812;0.1107697;442;34;54.0;3990.260874589351
211130005001813;0.1004583;961;51;126.0;9566.158296527017
211130005001814;0.0574714;X;X;;
211130005001816;0.0320194;503;25;88.0;15709.226281566798
211130005001817;0.0586783;507;27;38.0;8640.332115961097
211130005001818;0.0514899;699;44;69.0;13575.477909259875
211130005001819;0.3760786;373;32;46.0;991.8139452763332
211130005001820;0.0260422;1162;82;19.0;44619.88618473093
211130005001821;0.0642389;679;53;26.0;10569.919472469173
211130005001822;0.0581359;517;40;21.0;8892.955987608346
211130005001823;0.0907674;676;51;58.0;7447.607841581889
211130005001824;0.090611;838;58;60.0;9248.325258522696
211130005001825;0.070557;571;39;38.0;8092.747707527248
211130005001826;0.122107;528;29;64.0;4324.076424774993
211130005001827;0.0832349;620;33;94.0;7448.798520812784
211130005001828;0.0830402;850;71;67.0;10236.006175322314
211130005001829;0.2517072;651;58;40.0;2586.338412250424
211130005001830;0.2094972;708;72;44.0;3379.5201081446435
211130005001831;1.4748972;440;38;39.0;298.3258765424465
211130005001832;0.6906782;421;26;50.0;609.5458058470645
211130005001833;0.1652195;279;27;16.0;1688.6626578581827
211130005001834;0.0166833;X;X;;
211130005001835;1.6759236;132;12;;78.76254024944812
211130005001836;0.042845;X;X;;
211130005001837;0.0494994;951;56;84.0;19212.354089140474
211130005001838;0.0444721;207;5;36.0;4654.60367286456
211130005001839;0.027954;572;36;31.0;20462.187880088717
211130005001840;0.0271904;512;30;29.0;18830.175356008003
211130005001841;0.0326258;649;40;101.0;19892.232527631506
211130005001842;0.0298007;506;29;63.0;16979.46692527357
211130005001843;16.2494251;928;91;102.0;57.109712761468714
211130005001844;0.0713701;370;23;17.0;5184.243821992683
211130005001845;0.0524022;868;64;127.0;16564.190053089373
211130005001846;0.0417147;421;36;40.0;10092.36552102736
211130005001847;0.0671997;790;70;61.0;11756.004863116948
211130005001848;0.0182951;344;26;27.0;18802.848850238588
211130005001849;0.0519223;768;54;107.0;14791.332433270483
211130005001850;0.0306275;439;27;53.0;14333.523793976003
211130005001851;0.0394922;592;44;66.0;14990.30188239703
211130005001852;0.0255332;530;30;72.0;20757.288549809662
211130005001853;0.0363632;594;42;61.0;16335.19602235227
211130005001854;0.0324694;547;28;60.0;16846.630981785926
211130005001855;0.1413674;705;51;75.0;4987.005490657676
211130005001856;0.0716375;337;13;37.0;4704.240097714185
211130005001857;0.0592839;524;40;41.0;8838.824706201853
211130005001858;0.0434726;598;34;76.0;13755.79100398872
211130005001859;0.066083;673;55;97.0;10184.162341298064
211130005001860;0.0627225;713;41;51.0;11367.531587548328
211130005001861;0.158693;828;41;112.0;5217.621445180317
211130005001862;0.046917;276;19;31.0;5882.729074749025
211130005001863;0.0347019;678;41;97.0;19537.835104129743
211130005001864;0.0290916;507;25;54.0;17427.71109186157
211130005001865;0.0436512;713;34;105.0;16334.02976321384
211130005001866;0.0312209;430;23;71.0;13772.825254877342
211130005001868;0.2623554;885;42;93.0;3373.2867705410295
211130005001869;0.5319272;747;52;70.0;1404.3275094787407
211130005001870;0.4506344;371;33;34.0;823.2837972422877
211130005001871;0.9561523;233;11;33.0;243.68502800233813
211130005001872;0.3386195;582;54;60.0;1718.7433092305669
211130005001873;11.3883733;X;X;;
211130005001875;1.0913749;385;34;35.0;352.7660385079408
211130005001876;0.3586236;334;37;22.0;931.3385956752428
211130005001877;0.0971589;562;39;68.0;5784.338851098561
211130005001878;0.0408871;732;58;24.0;17902.95716741955
211130005001879;0.4589117;33;4;;71.9092583605953
211130005001880;0.1172697;583;45;43.0;4971.446162137364
211130005001881;0.3676723;479;30;45.0;1302.7905556116139
211130005001882;0.1529812;714;40;65.0;4667.240157614138
211130005001883;0.1570626;555;33;85.0;3533.6228994044413
211130005001884;0.0907315;268;14;33.0;2953.770190066294
211130005001885;0.1639437;310;24;14.0;1890.8930321811695
211130005001886;0.1106254;752;58;54.0;6797.715533683946
211130005001887;0.3274204;741;56;55.0;2263.1454851316535
211130005001888;0.0883978;542;35;45.0;6131.37431022039
211130005001889;0.1504077;704;54;64.0;4680.6114314626175
211130005001890;0.0599594;669;35;94.0;11157.549942127505
211130005001891;0.7225632;522;48;41.0;722.4281557654749
211130005001892;0.059968;508;35;58.0;8471.184631803628
211130005001893;0.3171794;614;40;58.0;1935.8129815492432
211130005001894;0.0867966;634;37;92.0;7304.433583803973
211130005001895;0.5639655;530;32;42.0;939.7737982199266
211130005001896;0.162656;824;63;78.0;5065.9059610466265
211130005001897;0.1004517;918;62;100.0;9138.72039995341
211130005001898;0.0720162;321;29;10.0;4457.330433985687
211130005001899;0.0327108;734;69;45.0;22439.072110740184
211130005001900;0.0256241;384;20;20.0;14985.892187432924
211130005001901;5.1284978;110;7;10.0;21.44877589691079
211130005001902;1.555651;101;6;8.0;64.9245878413603
211130005001903;0.8413177;188;11;32.0;223.45898582663838
211130005001904;5.749728;428;31;52.0;74.43830386411322
211130005001905;0.5179042;286;17;68.0;552.2256818925199
211130005001906;4.4423903;130;11;20.0;29.263525089184533
211130005001907;0.6452335;277;20;49.0;429.3019503792038
211130005001908;30.4634505;232;18;40.0;7.615683587780051
211130005001909;0.4493907;267;22;25.0;594.1377959089941
211130005001910;4.4055144;389;39;39.0;88.29842889629414
211130005001911;4.4647139;307;30;32.0;68.76140484612016
211130005001912;0.2676971;256;25;19.0;956.3047190275875
211130005001913;5.3033696;286;24;41.0;53.92797816693749
211130005001914;9.6846999;776;82;78.0;80.12638574376476
211130005001915;1.4018087;683;54;65.0;487.2276794972096
211130005001916;1.2730955;710;54;29.0;557.6957895146122
211130005001917;0.2359158;693;58;61.0;2937.488714193793
211130005001918;4.6491996;536;46;68.0;115.28866173007499
211130005001919;0.1324083;645;48;109.0;4871.295832663058
211130005001920;0.0457926;493;22;98.0;10765.931613404786
211130005001921;1.7250729;234;20;26.0;135.64644137647747
211130005001922;0.3269128;646;45;46.0;1976.062118093877
211130005001923;0.1041055;847;65;72.0;8135.977445956265
211130005001924;0.0268345;377;22;31.0;14049.078611488942
211130005001925;0.3905158;745;60;60.0;1907.7333106624621
211130005001926;0.1179242;506;35;22.0;4290.891945843177
211130005001927;0.060288;688;52;52.0;11411.889596602972
211130005001928;0.0414816;484;39;37.0;11667.823806217697
211130005001929;0.2076809;321;28;12.0;1545.640451288491
211130005001930;0.1140082;892;69;63.0;7823.998624660331
211130005001931;0.1325107;899;46;95.0;6784.357791484008
211130005001932;0.0524759;353;21;25.0;6726.897490085926
211130005001933;0.6175033;606;51;40.0;981.371273643396
211130005001934;0.1046306;873;61;50.0;8343.63943244137
211130005001935;0.2000049;531;22;64.0;2654.9349540936246
211130005001936;0.1286106;629;26;88.0;4890.732179151641
211130005001937;0.0560726;608;48;50.0;10843.0855712059
211130005001938;0.0587736;504;34;29.0;8575.278696557638
211130005001939;0.0684157;621;33;36.0;9076.863936201778
211130005001940;0.0671729;476;26;42.0;7086.191008576376
211130005001941;0.0893012;652;55;31.0;7301.133691372568
211130005001942;0.0555049;429;29;32.0;7729.047345369508
211130005001943;0.288495;333;17;57.0;1154.2661051318048
211130005001944;0.0541079;732;36;182.0;13528.523561254457
211130005001945;0.0522044;805;47;181.0;15420.15615541985
211130005001946;0.0390178;484;19;89.0;12404.594825951233
211130005001947;0.0229137;483;25;82.0;21079.09242069155
211130005001948;0.0200575;562;26;84.0;28019.444098217627
211130005001949;0.0502535;420;25;120.0;8357.626831961952
211130005001950;0.0500256;585;33;87.0;11694.012665515256
211130005001951;0.80552;1091;61;156.0;1354.4046082033965
211130005001953;0.0214279;759;52;81.0;35421.109861442324
211130005001954;0.0186348;365;27;34.0;19587.00925150793
211130005001955;0.2698191;566;37;96.0;2097.7017564731336
211130005001956;0.0344142;491;28;60.0;14267.366377832406
211130005001957;0.0799801;591;32;104.0;7389.338097851841
211130005001958;0.0222151;439;28;46.0;19761.333507389118
211130005001959;0.0868653;385;20;58.0;4432.149546481736
211130005001960;0.0395777;744;34;117.0;18798.464792041985
211130005001961;0.1283946;677;32;111.0;5272.807423365157
211130005001962;0.0620884;453;25;88.0;7296.048859368256
211130005001963;0.0307107;635;38;66.0;20676.832504631937
211130005001964;0.0177307;436;20;37.0;24590.117705448745
211130005001965;0.0694175;616;18;110.0;8873.84305110383
211130005001966;0.0632598;330;8;69.0;5216.5830432597
211130005001967;0.0514726;820;43;115.0;15930.805904500647
211130005001968;0.0385224;451;20;62.0;11707.474092995244
211130005001969;0.0456084;692;48;105.0;15172.64363582147
211130005001970;0.0408065;460;27;51.0;11272.713905872839
211130005001971;0.0520695;653;44;72.0;12540.930871239401
211130005001972;0.0488611;657;36;65.0;13446.279351058409
211130005001973;0.0970761;277;12;42.0;2853.431483135396
211130005001974;0.2171033;440;37;58.0;2026.6849928121774
211130005001975;0.1536095;667;42;50.0;4342.179357396515
211130005001976;0.164477;593;26;90.0;3605.3673157949133
211130005001977;0.0451948;710;34;20.0;15709.77192066344
211130005001978;0.0772029;718;24;146.0;9300.168776043387
211130005001979;0.0601135;503;17;104.0;8367.504803413543
211130005001980;0.0632001;512;34;50.0;8101.253004346513
211130005001981;0.0035413;X;X;;
211130005001982;0.0347773;536;29;41.0;15412.352310271357
211130005001983;0.5205463;274;21;57.0;526.370084659136
211130005001985;0.7830876;314;30;17.0;400.9768511211262
211130005001986;0.0416803;486;25;60.0;11660.184787537517
211130005001987;0.1787268;827;36;125.0;4627.173988456124
211130005001988;0.0400791;X;X;;
211130005001989;0.0547285;838;55;111.0;15311.948984532739
211130005001990;3.0649458;117;10;9.0;38.17359510892493
211130005001992;0.0256004;1097;116;30.0;42850.892954797586
211130005001993;1.9573719;639;57;63.0;326.4581452303469
211130005001994;1.1977753;889;53;126.0;742.2093275758817
211130005001995;0.8358562;222;16;26.0;265.59592427501286
211130005001996;0.2220011;883;55;114.0;3977.457769353395
211130005001997;0.1223837;372;24;55.0;3039.6204723341425
211130005001998;0.0645421;604;45;56.0;9358.232843368902
211130005001999;0.0429468;673;39;38.0;15670.550541600305
211130005002000;0.8415138;472;49;39.0;560.8939508775733
211130005002001;0.492862;764;66;54.0;1550.129650896194
211130005002002;0.383457;907;91;63.0;2365.3238824692207
211130005002003;0.2026411;240;20;;1184.359934879943
211130005002004;1.9141092;460;40;51.0;240.32066718032598
211130005002005;1.3270877;356;27;32.0;268.2565741510527
211130005002006;23.0213259;369;31;45.0;16.02861631874991
211130005002007;1.3251023;213;20;17.0;160.74230646192373
211130005002008;0.0525171;617;45;50.0;11748.554280415332
211130005002009;0.0461981;657;49;35.0;14221.36408207264
211130005002010;0.0577915;476;30;84.0;8236.505368436534
211130005002011;0.0424083;658;35;109.0;15515.830627495088
211130005002012;0.2302983;578;17;105.0;2509.7883918378902
211130005002013;0.0017052;X;X;;
211130005002014;0.0457809;518;31;58.0;11314.762269854897
211130005002015;0.0455834;593;32;44.0;13009.121741686666
211130005002016;0.0341925;458;37;12.0;13394.75031074066
211130005002017;0.0584505;844;69;51.0;14439.568523793636
211130005002018;0.0288239;477;53;26.0;16548.766821977595
211130005002019;0.1067019;971;57;95.0;9100.119116904198
