fid,CD_SETOR,SITUACAO,CD_SIT,CD_TIPO,AREA_KM2,CD_REGIAO,NM_REGIAO,CD_UF,NM_UF,CD_MUN,NM_MUN,CD_DIST,NM_DIST,CD_SUBDIST,NM_SUBDIST,CD_BAIRRO,NM_BAIRRO,CD_NU,NM_NU,CD_FCU,NM_FCU,CD_AGLOM,NM_AGLOM,CD_RGINT,NM_RGINT,CD_RGI,NM_RGI,CD_CONCURB,NM_CONCURB,fid_2,CNES,NOME FANTASIA,NÍVEL DE ATENÇÃO,TURNO DE ATENDIMENTO,latitude,longitude,capacidade/mes,servicos_inferidos
708,"211130005000880",Urbana,"1","0",0.007853432288769,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
709,"211130005000881",Urbana,"1","0",0.018895316718917,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
711,"211130005000884",Urbana,"2","4",0.834117561721463,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
727,"211130005000901",Urbana,"1","0",0.014350349219196,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
728,"211130005000902",Urbana,"1","0",0.015719675183363,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
729,"211130005000903",Urbana,"1","0",0.031317238155676,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
730,"211130005000904",Urbana,"1","0",0.01822422037228,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
803,"211130005001007",Urbana,"1","0",0.25815890366552,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
953,"211130005001189",Urbana,"1","0",0.280122311979266,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
983,"211130005001223",Urbana,"1","0",0.00967351918375,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
984,"211130005001224",Urbana,"1","0",0.100851872497293,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
985,"211130005001225",Urbana,"1","0",0.010818219935772,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
986,"211130005001226",Urbana,"1","0",0.010719248844758,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
987,"211130005001227",Urbana,"1","0",0.013098523294108,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
1019,"211130005001264",Urbana,"1","0",0.010615482850061,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
1020,"211130005001265",Urbana,"1","0",0.012036600489839,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
1110,"211130005001365",Urbana,"1","4",0.05868365464846,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
1456,"211130005001734",Urbana,"1","0",0.095601989712263,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
1490,"211130005001770",Urbana,"1","0",0.572569610693988,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
1491,"211130005001771",Urbana,"1","0",0.0214358413168,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
1594,"211130005001877",Urbana,"1","0",0.097158886339018,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
1595,"211130005001878",Urbana,"1","0",0.040887102306713,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
1598,"211130005001881",Urbana,"1","0",0.367672275960584,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
1713,"211130005001996",Urbana,"1","0",0.222001072557328,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
1714,"211130005001997",Urbana,"1","0",0.122383736226883,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,6,2697971,CENTRO DE SAUDE DJALMA MARQUES,AMBULATORIAL - 01 ATENCAO BASICA,"03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.52405114289164,-44.2165815325102,3000,"atenção básica; clínica geral; enfermagem"
298,"211130005000342",Urbana,"1","1",0.069689643738124,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000045",Vila Isabel Cafeteira,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
299,"211130005000343",Urbana,"1","1",0.060148737418586,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000045",Vila Isabel Cafeteira,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
300,"211130005000344",Urbana,"1","1",0.037270791652672,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000045",Vila Isabel Cafeteira,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
301,"211130005000346",Urbana,"1","1",0.075453304957158,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000045",Vila Isabel Cafeteira,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
302,"211130005000347",Urbana,"1","0",0.086968666099648,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
303,"211130005000348",Urbana,"1","1",0.049261476386238,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000045",Vila Isabel Cafeteira,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
304,"211130005000349",Urbana,"1","1",0.044665440071764,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000045",Vila Isabel Cafeteira,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
305,"211130005000350",Urbana,"1","1",0.052888093975139,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,"21113000045",Vila Isabel Cafeteira,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
306,"211130005000351",Urbana,"1","0",0.108635446043942,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
307,"211130005000352",Urbana,"1","0",0.06828363995835,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
451,"211130005000554",Urbana,"1","0",0.089874214278209,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
453,"211130005000556",Urbana,"1","0",0.117428180698044,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
454,"211130005000558",Urbana,"1","0",0.078584610068926,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
455,"211130005000559",Urbana,"1","0",0.060488889392971,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
456,"211130005000560",Urbana,"1","0",0.072227556780827,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
457,"211130005000561",Urbana,"1","0",0.080647551643621,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
458,"211130005000562",Urbana,"1","0",0.132706661287099,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
459,"211130005000563",Urbana,"1","0",0.088418869365326,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
460,"211130005000564",Urbana,"1","0",0.096945581320797,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
461,"211130005000565",Urbana,"1","0",0.112807812514345,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
462,"211130005000566",Urbana,"1","0",0.02903788358199,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
463,"211130005000567",Urbana,"1","0",0.018048968333052,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
464,"211130005000568",Urbana,"1","0",0.022426936618804,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
465,"211130005000569",Urbana,"1","0",0.076061036408732,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
466,"211130005000570",Urbana,"1","0",0.117910688277017,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
469,"211130005000573",Urbana,"1","0",0.126149997252081,"2",Nordeste,"21",Maranhão,"2111300",São Luís,"211130005",São Luís,"21113000500",,,,,,,,,,"2101",São Luís,"210001",São Luís,"2111300",São Luís/MA,51,2698013,CENTRO DE SAUDE GENESIO RAMOS FILHO,"AMBULATORIAL - 01 ATENCAO BASICA, AMBULATORIAL - 02 MEDIA COMPLEXIDADE","03 ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE",-2.54167591857726,-44.215630902758,6000,"atenção básica; clínica geral; enfermagem; especialidades ambulatoriais não identificadas"
